fecha;provincia;siglas;grupo_edad;hombres;mujeres;tasa_hombres_x1000;tasa_mujeres_x1000;enfermos
2020-04-11;León;LE;40-49;469;755;14.66358179;23.07034162;1224
2020-04-11;Segovia;SE;40-49;326;423;28.65430254;36.72193767;749
2020-04-11;Castilla y León;CyL;40-49;3082;4496;17.16236308;25.33799967;7578
2020-04-11;Burgos;BU;50-59;479;678;17.1573895;25.38280109;1157
2020-04-11;Soria;SO;50-59;168;251;23.01685162;39.20037482;419
2020-04-11;Valladolid;VA;50-59;530;735;13.42553892;18.20794213;1265
2020-04-11;Castilla y León;CyL;50-59;3156;4553;17.18383326;24.98984599;7709
2020-04-11;Burgos;BU;60-69;354;392;15.18596371;18.06951231;746
2020-04-11;León;LE;60-69;425;503;14.04076778;16.73320027;928
2020-04-11;Burgos;BU;70-79;234;216;14.38671995;12.57129554;450
2020-04-11;Segovia;SE;70-79;234;182;41.24801692;29.05027933;416
2020-04-11;Zamora;ZA;70-79;53;52;6.013843186;5.257836198;105
2020-04-11;Palencia;PA;>80;115;175;23.04147465;19.32207133;290
2020-04-11;Salamanca;SA;>80;374;496;30.08607513;24.8472097;870
2020-04-11;Segovia;SE;>80;296;391;61.67951657;48.85667875;687
2020-04-11;Castilla y León;CyL;>80;2207;3171;27.03066823;23.3870254;5378
2020-04-12;Burgos;BU;0-9;148;116;10.38305037;8.624535316;264
2020-04-12;Soria;SO;0-9;29;22;8.595139301;6.798516687;51
2020-04-12;Castilla y León;CyL;0-9;1031;935;11.9047619;11.48253672;1966
2020-04-12;Burgos;BU;10-19;105;104;6.490696668;6.795608991;209
2020-04-12;Soria;SO;10-19;22;22;5.554152992;5.937921727;44
2020-04-12;Zamora;ZA;10-19;28;32;4.834254144;5.702066999;60
2020-04-12;Castilla y León;CyL;10-19;602;601;5.883790256;6.178169781;1203
2020-04-12;Soria;SO;20-29;49;74;11.12877583;18.00924799;123
2020-04-12;Valladolid;VA;20-29;239;331;9.950870181;14.08390775;570
2020-04-12;Castilla y León;CyL;20-29;1182;1695;10.99105466;16.36068802;2877
2020-04-12;Ávila;AV;30-39;162;241;19.50632149;29.46570485;403
2020-04-12;Burgos;BU;30-39;389;512;18.65796921;25.60384058;901
2020-04-12;León;LE;30-39;301;511;12.33050674;20.81890405;812
