Fecha;Provincia;test_rapidos_total;test_rapidos_positivos;pcr_total;pcr_positivos;codigo_ine;total_pruebas;total_pruebas_positivas;test_porcentaje;pcr_porcentaje;porcentaje_total;sigla
2020-03-25;Salamanca;0;0;1627;747;37274;1627;747;;45.912722802704366;45.912722802704366;SA
2020-03-26;Ávila;0;0;792;430;5019;792;430;;54.292929292929294;54.292929292929294;AV
2020-03-26;León;0;0;1653;701;24089;1653;701;;42.407743496672715;42.407743496672715;LE
2020-03-27;León;0;0;1909;836;24089;1909;836;;43.792561550550026;43.792561550550026;LE
2020-03-27;Valladolid;0;0;3248;1217;47186;3248;1217;;37.4692118226601;37.4692118226601;VA
2020-03-27;Zamora;0;0;552;171;49275;552;171;;30.978260869565215;30.978260869565215;ZA
2020-03-28;León;0;0;2136;946;24089;2136;946;;44.28838951310862;44.28838951310862;LE
2020-03-28;Palencia;0;0;155;57;34120;155;57;;36.774193548387096;36.774193548387096;PA
2020-03-28;Salamanca;0;0;2451;1126;37274;2451;1126;;45.94043247654019;45.94043247654019;SA
2020-03-28;Soria;0;0;742;502;42173;742;502;;67.65498652291106;67.65498652291106;SO
2020-03-28;Zamora;0;0;612;189;49275;612;189;;30.88235294117647;30.88235294117647;ZA
2020-03-28;Castilla y León;0;0;13858;6284;99999;13858;6284;;45.34564872275942;45.34564872275942;CyL
2020-03-29;Ávila;0;0;1048;560;5019;1048;560;;53.43511450381679;53.43511450381679;AV
2020-03-29;Palencia;0;0;216;85;34120;216;85;;39.351851851851855;39.351851851851855;PA
2020-03-29;Salamanca;0;0;2606;1169;37274;2606;1169;;44.858019953952414;44.858019953952414;SA
2020-03-29;Soria;0;0;796;530;42173;796;530;;66.58291457286433;66.58291457286433;SO
2020-03-29;Zamora;0;0;646;200;49275;646;200;;30.959752321981426;30.959752321981426;ZA
2020-03-30;Salamanca;0;0;2994;1335;37274;2994;1335;;44.589178356713425;44.589178356713425;SA
2020-03-30;Zamora;0;0;685;210;49275;685;210;;30.656934306569344;30.656934306569344;ZA
2020-03-31;Burgos;0;0;2130;833;9059;2130;833;;39.10798122065728;39.10798122065728;BU
2020-03-31;Zamora;0;0;712;213;49275;712;213;;29.91573033707865;29.91573033707865;ZA
2020-03-31;Castilla y León;0;0;17590;7724;99999;17590;7724;;43.91131324616259;43.91131324616259;CyL
2020-04-01;Ávila;24;2;1447;783;5019;1471;785;8.333333333333332;54.11195577055978;53.36505778382053;AV
2020-04-01;Burgos;0;0;2338;886;9059;2338;886;;37.8956372968349;37.8956372968349;BU
2020-04-01;Palencia;0;0;421;161;34120;421;161;;38.242280285035626;38.242280285035626;PA
2020-04-01;Salamanca;2;0;3717;1550;37274;3719;1550;0.0;41.70029593758407;41.67787039526755;SA
2020-04-01;Segovia;0;0;2310;1263;40004;2310;1263;;54.675324675324674;54.675324675324674;SE
2020-04-01;Soria;0;0;1078;671;42173;1078;671;;62.244897959183675;62.244897959183675;SO
2020-04-01;Valladolid;0;0;4711;1670;47186;4711;1670;;35.44894926767141;35.44894926767141;VA
2020-04-02;Burgos;0;0;2546;930;9059;2546;930;;36.52788688138256;36.52788688138256;BU
2020-04-02;Salamanca;4;1;4096;1661;37274;4100;1662;25.0;40.5517578125;40.53658536585366;SA
2020-04-02;Segovia;0;0;2478;1337;40004;2478;1337;;53.954802259887;53.954802259887;SE
2020-04-02;Soria;0;0;1201;737;42173;1201;737;;61.36552872606161;61.36552872606161;SO
2020-04-02;Valladolid;0;0;5125;1806;47186;5125;1806;;35.2390243902439;35.2390243902439;VA
2020-04-02;Zamora;0;0;851;226;49275;851;226;;26.556991774383075;26.556991774383075;ZA
2020-04-03;Palencia;0;0;613;216;34120;613;216;;35.23654159869494;35.23654159869494;PA
2020-04-04;León;2;0;3602;1351;24089;3604;1351;0.0;37.50694058856191;37.48612652608213;LE
2020-04-04;Palencia;0;0;683;242;34120;683;242;;35.43191800878478;35.43191800878478;PA
2020-04-04;Zamora;39;3;1041;244;49275;1080;247;7.6923076923076925;23.439000960614795;22.87037037037037;ZA
2020-04-05;Burgos;0;0;2954;990;9059;2954;990;;33.51387948544347;33.51387948544347;BU
2020-04-05;León;2;0;3842;1400;24089;3844;1400;0.0;36.43935450286309;36.420395421436005;LE
2020-04-05;Salamanca;8;1;4994;1993;37274;5002;1994;12.5;39.90788946736083;39.864054378248696;SA
2020-04-05;Segovia;1;0;3101;1632;40004;3102;1632;0.0;52.62818445662689;52.61121856866537;SE
2020-04-05;Zamora;41;3;1079;249;49275;1120;252;7.317073170731707;23.076923076923077;22.5;ZA
2020-04-06;Burgos;18;4;3095;1009;9059;3113;1013;22.22222222222222;32.600969305331176;32.54095727593961;BU
2020-04-06;León;12;3;4006;1432;24089;4018;1435;25.0;35.746380429355966;35.714285714285715;LE
2020-04-06;Palencia;0;0;806;279;34120;806;279;;34.61538461538461;34.61538461538461;PA
2020-04-06;Segovia;3;1;3248;1684;40004;3251;1685;33.33333333333333;51.847290640394085;51.83020609043372;SE
2020-04-07;Burgos;28;8;3294;1039;9059;3322;1047;28.57142857142857;31.54219793564056;31.51715833835039;BU
2020-04-07;León;100;6;4289;1494;24089;4389;1500;6.0;34.83329447423642;34.17634996582365;LE
2020-04-07;Salamanca;80;4;5504;2122;37274;5584;2126;5.0;38.553779069767444;38.0730659025788;SA
2020-04-08;Burgos;92;14;3434;1066;9059;3526;1080;15.217391304347828;31.042516016307513;30.629608621667614;BU
2020-04-08;León;123;10;4531;1544;24089;4654;1554;8.130081300813007;34.076362833811515;33.39063171465406;LE
2020-04-08;Salamanca;120;7;5740;2202;37274;5860;2209;5.833333333333333;38.362369337979096;37.696245733788395;SA
2020-04-08;Zamora;143;15;1254;266;49275;1397;281;10.48951048951049;21.21212121212121;20.114531138153186;ZA
2020-04-11;Soria;520;88;1792;903;42173;2312;991;16.923076923076923;50.390625;42.863321799307954;SO
2020-04-11;Castilla y León;6293;758;38951;13489;99999;45244;14247;12.04512950897823;34.630689841082386;31.489258244187074;CyL
2020-04-12;Palencia;318;48;1341;399;34120;1659;447;15.09433962264151;29.753914988814316;26.94394213381555;PA
2020-04-12;Salamanca;252;27;6604;2383;37274;6856;2410;10.714285714285714;36.084191399152026;35.15169194865811;SA
2020-04-12;Zamora;223;21;1601;287;49275;1824;308;9.417040358744394;17.926296064959402;16.885964912280702;ZA
2020-04-13;Valladolid;941;47;13833;4086;47186;14774;4133;4.994686503719448;29.53806115810019;27.97482063083796;VA
2020-04-13;Zamora;235;22;1630;293;49275;1865;315;9.361702127659575;17.975460122699385;16.890080428954423;ZA
2020-04-13;Castilla y León;9723;1032;42896;14260;99999;52619;15292;10.614008022215366;33.2431928384931;29.06174575723598;CyL
2020-04-14;Valladolid;1662;61;14957;4191;47186;16619;4252;3.6702767749699152;28.020324931470213;25.585173596485948;VA
2020-04-14;Zamora;312;31;1726;297;49275;2038;328;9.935897435897436;17.207415990730013;16.09421000981354;ZA
2020-04-16;Palencia;1858;135;1550;419;34120;3408;554;7.265877287405813;27.032258064516128;16.255868544600936;PA
2020-04-17;Ávila;3403;305;3270;1392;5019;6673;1697;8.962679988245666;42.56880733944954;25.430840701333736;AV
2020-04-17;León;7984;553;7710;1954;24089;15694;2507;6.926352705410823;25.343709468223086;15.97425767809354;LE
2020-04-17;Castilla y León;28040;2361;52224;15318;99999;80264;17679;8.420114122681884;29.331341911764707;22.02606398883684;CyL
2020-04-18;Ávila;3617;320;3347;1408;5019;6964;1728;8.847110865358033;42.06752315506424;24.813325674899485;AV
2020-04-18;Soria;2109;286;2135;943;42173;4244;1229;13.560929350403034;44.16861826697892;28.958529688972668;SO
2020-04-19;Soria;2478;388;2222;945;42173;4700;1333;15.657788539144471;42.529252925292525;28.361702127659576;SO
2020-04-20;Ávila;3870;352;3569;1448;5019;7439;1800;9.095607235142118;40.571588680302604;24.196800645248018;AV
2020-04-22;Valladolid;5562;145;22359;4706;47186;27921;4851;2.6069759079467816;21.047452927232882;17.374019555173525;VA
2020-04-22;Zamora;1152;109;2368;335;49275;3520;444;9.461805555555555;14.14695945945946;12.613636363636363;ZA
2020-04-23;Palencia;4388;192;1992;458;34120;6380;650;4.375569735642662;22.991967871485944;10.18808777429467;PA
2020-04-23;Soria;4152;631;2421;959;42173;6573;1590;15.197495183044316;39.611730689797604;24.189867640346876;SO
2020-04-24;Valladolid;6336;158;24696;4803;47186;31032;4961;2.493686868686869;19.44849368318756;15.986723382315029;VA
2020-04-24;Zamora;1616;155;2578;339;49275;4194;494;9.591584158415841;13.149728471683474;11.778731521220791;ZA
2020-04-26;Valladolid;6513;172;26000;4837;47186;32513;5009;2.6408721019499466;18.603846153846153;15.406145234214005;VA
2020-04-27;Ávila;4610;395;4730;1549;5019;9340;1944;8.568329718004339;32.74841437632136;20.813704496788006;AV
2020-04-27;León;12979;870;12067;2323;24089;25046;3193;6.7031358348100785;19.25084942404906;12.748542681466102;LE
2020-04-30;León;15070;933;13573;2384;24089;28643;3317;6.191108161911082;17.564282030501733;11.580490870369724;LE
2020-04-30;Soria;6796;816;2909;977;42173;9705;1793;12.007062978222484;33.58542454451702;18.475012879958786;SO
2020-04-30;Zamora;3917;327;3675;547;49275;7592;874;8.348225682920603;14.884353741496598;11.512118018967334;ZA
2020-05-01;Zamora;4259;346;3719;548;49275;7978;894;8.123972763559522;14.735143855875235;11.205815993983455;ZA
2020-05-01;Castilla y León;68642;5107;89014;17583;99999;157656;22690;7.4400512805570935;19.753072550385333;14.392094179733089;CyL
2020-05-02;Segovia;4331;711;9204;2289;40004;13535;3000;16.416531978757792;24.86962190352021;22.164758034724787;SE
2020-05-02;Soria;7629;895;3020;978;42173;10649;1873;11.73155066194783;32.384105960264904;17.58850596300122;SO
2020-05-02;Castilla y León;71319;5261;90693;17629;99999;162012;22890;7.376715882163238;19.43810437409723;14.128583067920895;CyL
2020-05-03;Burgos;12587;721;9211;1788;9059;21798;2509;5.7281321998887735;19.41157311909673;11.510230296357465;BU
2020-05-03;Palencia;5864;236;4488;770;34120;10352;1006;4.024556616643929;17.15686274509804;9.717928902627511;PA
2020-05-03;Salamanca;6188;731;11446;2760;37274;17634;3491;11.813186813186812;24.113227328324307;19.796983100827948;SA
2020-05-03;Valladolid;9046;232;30124;4511;47186;39170;4743;2.5646694671678087;14.974770946753418;12.108756701557315;VA
2020-05-04;León;16432;986;14836;2447;24089;31268;3433;6.000486854917235;16.493664060393638;10.979275937060255;LE
2020-05-04;Zamora;5596;408;3958;550;49275;9554;958;7.290922087205147;13.895907023749368;10.027213732468077;ZA
2020-05-05;Burgos;14145;765;9595;1803;9059;23740;2568;5.408271474019088;18.791036998436685;10.817186183656275;BU
2020-05-05;León;16904;1017;15099;2450;24089;32003;3467;6.016327496450544;16.226240148354197;10.833359372558823;LE
2020-05-05;Valladolid;13508;324;32092;4572;47186;45600;4896;2.398578620076991;14.246541194067058;10.73684210526316;VA
2020-05-06;Ávila;8265;561;5977;1598;5019;14242;2159;6.787658802177858;26.735820645808932;15.159387726442915;AV
2020-05-06;Burgos;15242;792;9849;1815;9059;25091;2607;5.196168481826532;18.428266829119707;10.390179745725558;BU
2020-05-06;Salamanca;9708;1009;12355;2781;37274;22063;3790;10.393489905232798;22.509105625252936;17.178080950006798;SA
2020-05-06;Soria;10213;1114;3320;985;42173;13533;2099;10.907666699304809;29.668674698795183;15.510234242222715;SO
2020-05-07;León;18573;1111;15891;2459;24089;34464;3570;5.9818015398697035;15.474167767918948;10.358635097493037;LE
2020-05-07;Palencia;7575;285;5039;777;34120;12614;1062;3.762376237623762;15.419726136138124;8.419216743301094;PA
2020-05-07;Salamanca;11743;1088;12777;2786;37274;24520;3874;9.26509409861194;21.8048055099006;15.799347471451878;SA
2020-05-07;Valladolid;19219;508;33923;4645;47186;53142;5153;2.6432176492013113;13.692774813548331;9.696661774114636;VA
2020-05-08;Ávila;9726;653;6213;1608;5019;15939;2261;6.713962574542463;25.88121680347658;14.185331576635923;AV
2020-05-09;Ávila;10127;666;6386;1617;5019;16513;2283;6.576478720252791;25.321014719699342;13.825470841155454;AV
2020-05-09;León;19429;1166;16950;2496;24089;36379;3662;6.001338205774872;14.725663716814157;10.066247010638005;LE
2020-05-09;Segovia;8311;1042;10552;2304;40004;18863;3346;12.53760077006377;21.834723275208493;17.73842973015957;SE
2020-05-09;Soria;11600;1208;3649;998;42173;15249;2206;10.413793103448276;27.349958892847354;14.466522394911141;SO
2020-05-09;Zamora;10688;802;4533;565;49275;15221;1367;7.50374251497006;12.464151775865872;8.981013074042442;ZA
2020-05-10;Burgos;17812;892;10742;1840;9059;28554;2732;5.00785986975073;17.129026252094583;9.567836380191917;BU
2020-05-10;León;19450;1166;17051;2499;24089;36501;3665;5.994858611825193;14.65603190428714;10.040820799430152;LE
2020-05-10;Salamanca;14885;1229;13417;2794;37274;28302;4023;8.256634195498824;20.82432734590445;14.214543141827432;SA
2020-05-10;Valladolid;22282;582;35238;4683;47186;57520;5265;2.611973790503545;13.289630512514899;9.153337969401946;VA
2020-05-11;Ávila;11230;731;6542;1617;5019;17772;2348;6.509349955476402;24.717211861815958;13.211793832995724;AV
2020-05-11;León;20038;1216;17137;2501;24089;37175;3717;6.0684699071763655;14.594153002275778;9.998655010087425;LE
2020-05-11;Palencia;10187;340;5632;794;34120;15819;1134;3.3375871208402867;14.098011363636365;7.168594727858904;PA
2020-05-11;Zamora;11360;835;4781;592;49275;16141;1427;7.350352112676056;12.382346789374608;8.840840096648286;ZA
2020-05-11;Castilla y León;135062;8449;109273;18146;99999;244335;26595;6.255645555374569;16.60611495977963;10.884646080176806;CyL
2020-05-12;Salamanca;16946;1402;13959;2799;37274;30905;4201;8.27333884102443;20.05157962604771;13.59326969745996;SA
2020-05-12;Zamora;12174;894;4945;593;49275;17119;1487;7.343518974864466;11.991911021233568;8.686255038261582;ZA
2020-05-13;Ávila;12606;778;6788;1607;5019;19394;2385;6.171664286847533;23.674130819092515;12.297617819944312;AV
2020-05-13;Soria;13602;1350;3921;1001;42173;17523;2351;9.92501102779003;25.529201734251465;13.416652399703247;SO
2020-05-14;Burgos;24218;1216;11832;1858;9059;36050;3074;5.021058716657032;15.703177822853279;8.527045769764216;BU
2020-05-14;Segovia;11996;1348;11652;2321;40004;23648;3669;11.237079026342114;19.919327154136628;15.515054127198919;SE
2020-05-14;Soria;14239;1381;4047;1004;42173;18286;2385;9.698714797387458;24.808500123548306;13.042764956797551;SO
2020-05-14;Zamora;14907;1021;5283;599;49275;20190;1620;6.849131280606427;11.338254779481355;8.023774145616642;ZA
2020-05-15;Ávila;14053;890;6991;1622;5019;21044;2512;6.33316729523945;23.20125876126448;11.936894126591904;AV
2020-05-15;Palencia;12999;410;6393;819;34120;19392;1229;3.154088776059697;12.810886907555139;6.337665016501651;PA
2020-05-15;Castilla y León;172898;11002;120257;18350;99999;293155;29352;6.363289338222536;15.258987002835594;10.012450751309036;CyL
2020-05-16;Burgos;26302;1339;12516;1873;9059;38818;3212;5.090867614630066;14.964844998402047;8.274511824411356;BU
2020-05-16;León;25326;1612;20195;2550;24089;45521;4162;6.36500039485114;12.626887843525624;9.143032885920784;LE
2020-05-16;Palencia;13035;411;6544;823;34120;19579;1234;3.1530494821634067;12.57640586797066;6.302671229378416;PA
2020-05-17;Burgos;26393;1339;12720;1878;9059;39113;3217;5.073314894100708;14.764150943396226;8.2248868662593;BU
2020-05-17;Salamanca;21705;1689;15682;2821;37274;37387;4510;7.781617138908086;17.988776941716615;12.063016556557091;SA
2020-05-17;Segovia;13057;1499;12270;2333;40004;25327;3832;11.480431952209543;19.013854930725348;15.130098314052198;SE
2020-05-17;Castilla y León;176468;11187;123534;18431;99999;300002;29618;6.339392977763674;14.919779170107015;9.872600849327672;CyL
2020-05-18;Castilla y León;184630;11596;125048;18447;99999;309678;30043;6.280669447002113;14.751935256861366;9.701367226603116;CyL
2020-05-19;Ávila;18769;1129;7563;1624;5019;26332;2753;6.015237892269167;21.472960465423775;10.454959744797204;AV
2020-05-19;Palencia;14811;460;6811;832;34120;21622;1292;3.105799743433934;12.215533695492585;5.975395430579964;PA
2020-05-19;Segovia;14554;1648;12703;2336;40004;27257;3984;11.323347533324172;18.389356844839803;14.616428807278863;SE
2020-05-19;Soria;15463;1479;4554;1016;42173;20017;2495;9.5647675095389;22.31005709266579;12.464405255532798;SO
2020-05-19;Zamora;19889;1223;5933;612;49275;25822;1835;6.1491276585047006;10.315186246418339;7.106343428084578;ZA
2020-05-20;Soria;16072;1501;4620;1018;42173;20692;2519;9.339223494275759;22.034632034632036;12.173786970809974;SO
2020-05-21;Salamanca;26671;1956;16943;2838;37274;43614;4794;7.333808256158374;16.750280351767692;10.991883340211858;SA
2020-05-22;Ávila;21269;1222;7952;1631;5019;29221;2853;5.745451126052001;20.510563380281692;9.763526231135144;AV
2020-05-23;León;30994;1934;23325;2574;24089;54319;4508;6.239917403368394;11.035369774919614;8.299121854231483;LE
2020-05-23;Valladolid;38878;1612;42024;4829;47186;80902;6441;4.146303822213077;11.49105273177232;7.961484264913104;VA
2020-05-23;Zamora;25107;1346;6533;612;49275;31640;1958;5.361054685944159;9.36782488902495;6.188369152970923;ZA
2020-05-24;Zamora;25112;1347;6599;612;49275;31711;1959;5.363969417011787;9.274132444309743;6.17766705559585;ZA
2020-05-25;Burgos;33641;1765;15305;1911;9059;48946;3676;5.246574120864421;12.486115648480888;7.5103174927471095;BU
2020-05-25;Salamanca;28894;2057;18042;2861;37274;46936;4918;7.119125077870839;15.857443742378893;10.478097835350264;SA
2020-05-25;Valladolid;40973;1712;42773;4837;47186;83746;6549;4.178361359919947;11.308535758539264;7.820074988656174;VA
2020-05-26;Burgos;34940;1834;15708;1918;9059;50648;3752;5.248998282770464;12.210338680926917;7.407992418259359;BU
2020-05-26;Segovia;18983;2199;14158;2352;40004;33141;4551;11.58404888584523;16.61251589207515;13.732234995926495;SE
2020-05-26;Soria;17749;1588;5200;1039;42173;22949;2627;8.946982928615697;19.98076923076923;11.447121878948973;SO
2020-05-26;Zamora;26037;1390;6805;613;49275;32842;2003;5.338556669355148;9.008082292432034;6.098897752877413;ZA
2020-05-27;León;34008;2078;24678;2581;24089;58686;4659;6.110326981886615;10.458708161115164;7.9388610571516205;LE
2020-05-27;Palencia;19469;619;8039;852;34120;27508;1471;3.1794134264728537;10.598333126010697;5.3475352624690995;PA
2020-05-27;Segovia;19687;2272;14397;2351;40004;34084;4623;11.540610555188703;16.329790928665695;13.563548879239526;SE
2020-05-28;Ávila;24290;1340;8707;1649;5019;32997;2989;5.516673528200906;18.93878488572413;9.058399248416523;AV
2020-05-29;Palencia;20429;653;8417;859;34120;28846;1512;3.1964364383963972;10.205536414399429;5.241627955349095;PA
2020-05-29;Valladolid;45865;1934;44961;4864;47186;90826;6798;4.216722991387768;10.818264718311426;7.484640961839122;VA
2020-05-29;Zamora;27739;1438;7386;614;49275;35125;2052;5.184036915534086;8.313024641213106;5.841992882562278;ZA
2020-05-30;Burgos;38368;1954;17441;1937;9059;55809;3891;5.0927856547122605;11.106014563385127;6.971993764446595;BU
2020-05-30;Segovia;20410;2352;15021;2353;40004;35431;4705;11.52376286134248;15.664736036215965;13.279331658716941;SE
2020-05-30;Valladolid;45873;1935;45263;4865;47186;91136;6800;4.218167549538944;10.748293307999912;7.461376404494382;VA
2020-05-31;Ávila;25060;1359;9158;1671;5019;34218;3030;5.422984836392657;18.24634199606901;8.854988602489918;AV
2020-05-31;Burgos;38386;1954;17678;1943;9059;56064;3897;5.090397540770073;10.991062337368481;6.950984589041095;BU
2020-05-31;León;36371;2164;26607;2602;24089;62978;4766;5.949795166478788;9.77938136580599;7.56772206167233;LE
2020-05-31;Soria;19368;1690;5826;1069;42173;25194;2759;8.72573316811235;18.348781325094404;10.951020084147018;SO
2020-05-31;Valladolid;45877;1935;45395;4870;47186;91272;6805;4.217799768947403;10.728053750413041;7.455736699097204;VA
2020-05-31;Zamora;27790;1439;7551;617;49275;35341;2056;5.178121626484347;8.17110316514369;5.817605613876235;ZA
2020-06-01;Ávila;25435;1376;9343;1671;5019;34778;3047;5.409868291724003;17.885047629241143;8.761285870377824;AV
2020-06-01;Burgos;38997;1989;17965;1944;9059;56962;3933;5.100392337872144;10.821040912886168;6.9046030687124755;BU
2020-06-01;Zamora;27820;1441;7595;617;49275;35415;2058;5.179726815240834;8.123765635286373;5.811096992799661;ZA
2020-06-02;Ávila;25753;1409;9441;1674;5019;35194;3083;5.47120723799169;17.731172545281222;8.760015911803148;AV
2020-06-02;Salamanca;33240;2390;20231;2922;37274;53471;5312;7.190132370637786;14.44318125648757;9.934356941145667;SA
2020-06-02;Valladolid;47373;2042;46736;4893;47186;94109;6935;4.310472209908598;10.46944539541253;7.369114537398123;VA
2020-06-04;Burgos;40740;2087;19796;1967;9059;60536;4054;5.122729504172803;9.936350777934937;6.696841548830449;BU
2020-06-04;Soria;20598;1743;6245;1083;42173;26843;2826;8.46198660064084;17.34187349879904;10.527884364638826;SO
2020-06-04;Zamora;29062;1457;7921;618;49275;36983;2075;5.013419585713303;7.802045196313596;5.610685990860666;ZA
2020-06-04;Castilla y León;282133;16848;167186;19019;99999;449319;35867;5.97165166783042;11.375952531910567;7.982524665104303;CyL
2020-06-05;Burgos;41253;2122;20328;1974;9059;61581;4096;5.143868324727899;9.710743801652892;6.651402218216658;BU
2020-06-05;Palencia;21634;721;9874;881;34120;31508;1602;3.3327170195063323;8.922422523799879;5.0844230036816045;PA
2020-06-05;Zamora;29321;1467;8061;620;49275;37382;2087;5.003239998635791;7.691353430095521;5.582900861377134;ZA
2020-06-06;Palencia;21634;721;9925;882;34120;31559;1603;3.3327170195063323;8.886649874055417;5.079375138629234;PA
2020-06-06;Segovia;21567;2467;16178;2361;40004;37745;4828;11.43877219826587;14.593892941031031;12.791098158696515;SE
2020-06-06;Zamora;29328;1468;8228;621;49275;37556;2089;5.005455537370431;7.547399124939232;5.562360208754926;ZA
2020-06-07;Burgos;41332;2123;21009;1978;9059;62341;4101;5.136456014710152;9.415012613641773;6.57833528496495;BU
2020-06-07;Castilla y León;288598;17178;173913;19103;99999;462511;36281;5.952224201137915;10.984227746056936;7.844353972121744;CyL
2020-06-08;Palencia;21975;734;10135;883;34120;32110;1617;3.340159271899886;8.71238283177109;5.035814388041109;PA
2020-06-08;Salamanca;35700;2586;21907;2959;37274;57607;5545;7.243697478991597;13.507098187793856;9.62556633742427;SA
2020-06-08;Segovia;21958;2491;16429;2365;40004;38387;4856;11.344384734493124;14.39527664495709;12.650115924661995;SE
2020-06-08;Valladolid;51443;2247;49928;4919;47186;101371;7166;4.3679412164920395;9.852187149495272;7.069082873800199;VA
2020-06-08;Zamora;29527;1477;8330;622;49275;37857;2099;5.0022013750127;7.466986794717887;5.544549224714055;ZA
2020-06-08;Castilla y León;291735;17336;175518;19112;99999;467253;36448;5.942379214012717;10.888911678574278;7.800484962108323;CyL
2020-06-09;León;41858;2464;31294;2617;24089;73152;5081;5.8865688757226815;8.362625423403848;6.9458114610673665;LE
2020-06-09;Palencia;22250;743;10347;884;34120;32597;1627;3.339325842696629;8.543539190103413;4.991256864128601;PA
2020-06-10;Ávila;28060;1497;10658;1683;5019;38718;3180;5.334996436208125;15.790955151060238;8.213234154656748;AV
2020-06-10;Burgos;42503;2183;22140;1984;9059;64643;4167;5.136108039432511;8.96115627822945;6.446173599616355;BU
2020-06-10;Palencia;22600;761;10438;886;34120;33038;1647;3.3672566371681416;8.48821613335888;4.985168593740541;PA
2020-06-10;Segovia;22464;2519;16798;2370;40004;39262;4889;11.213497150997151;14.10882247886653;12.452243899954155;SE
2020-06-11;Ávila;28423;1512;10790;1684;5019;39213;3196;5.31963550645604;15.607043558850789;8.150358299543518;AV
2020-06-11;Burgos;42970;2195;22803;1988;9059;65773;4183;5.108215033744473;8.718151120466604;6.359752482021499;BU
2020-06-11;Segovia;22727;2534;16967;2373;40004;39694;4907;11.149733796805561;13.98597277067248;12.362069834231875;SE
2020-06-11;Valladolid;53959;2358;51629;4930;47186;105588;7288;4.369984617950666;9.548896937767534;6.902299503731485;VA
2020-06-14;León;45117;2579;33895;2625;24089;79012;5204;5.716248864064543;7.744505089246201;6.586341315243255;LE
2020-06-14;Palencia;23406;789;11167;900;34120;34573;1689;3.370930530633171;8.059460911614579;4.885315130303995;PA
2020-06-14;Segovia;22943;2550;17310;2375;40004;40253;4925;11.114501155036395;13.720392836510687;12.235112910838945;SE
2020-06-14;Soria;22553;1838;7162;1114;42173;29715;2952;8.149691837006163;15.554314437308015;9.934376577486118;SO
2020-06-14;Zamora;30747;1499;9007;628;49275;39754;2127;4.875272384297655;6.972354835128233;5.350404990692761;ZA
2020-06-15;Burgos;43878;2211;24122;1991;9059;68000;4202;5.038971694243129;8.253876129674156;6.179411764705883;BU
2020-06-15;León;45528;2593;34287;2626;24089;79815;5219;5.695396239676683;7.658879458686966;6.538871139510118;LE
2020-06-15;Palencia;23753;796;11317;901;34120;35070;1697;3.3511556434976635;7.961473888839798;4.838893641288851;PA
2020-06-15;Salamanca;37990;2736;23639;2985;37274;61629;5721;7.201895235588313;12.627437708870934;9.282967434162488;SA
2020-06-15;Segovia;23173;2556;17495;2376;40004;40668;4932;11.030078108143098;13.581023149471278;12.12747123045146;SE
2020-06-15;Valladolid;55554;2432;53064;4941;47186;108618;7373;4.377722576232134;9.311397557666215;6.788009353882414;VA
2020-06-15;Zamora;30956;1513;9066;628;49275;40022;2141;4.8875823749838485;6.926979924994485;5.349557743241217;ZA
2020-06-16;Soria;23480;1854;7384;1116;42173;30864;2970;7.896081771720613;15.113759479956663;9.622861586314151;SO
2020-06-16;Valladolid;56348;2464;53944;4965;47186;110292;7429;4.372826009796267;9.20398932226012;6.735755993181735;VA
2020-06-17;Burgos;45105;2239;24800;1991;9059;69905;4230;4.963972952000887;8.028225806451612;6.051069308347042;BU
2020-06-17;Salamanca;38801;2807;24358;2988;37274;63159;5795;7.2343496301641705;12.267016996469332;9.175256099684923;SA
2020-06-17;Segovia;23939;2574;17835;2381;40004;41774;4955;10.752328835790967;13.350154191197083;11.861444917891511;SE
2020-06-17;Soria;23871;1873;7477;1119;42173;31348;2992;7.846340748188179;14.965895412598638;9.544468546637743;SO
2020-06-18;Soria;24062;1877;7533;1121;42173;31595;2998;7.800681572604105;14.88118943316076;9.48884317138788;SO
2020-06-18;Valladolid;58591;2522;55289;4979;47186;113880;7501;4.304415353893943;9.005407947331296;6.5867579908675795;VA
