FECHA;GERENCIA;NOMBREGERENCIA;CS;CENTRO;FASE DESESCALADA;x_geo;y_geo;zbs_geo;PROVINCIA;Posición;MUNICIPIO
2020-05-28;1710;Gerencia de Valladolid Este;171002;C.S. ESGUEVILLAS;Fase 1;-4.3018078;41.7366601;ESGUEVILLAS;Valladolid;41.7366601,-4.3018078;CANILLAS DE ESGUEVA/CASTRILLO-TEJERIEGO/ESGUEVILLAS DE ESGUEVA/FOMBELLIDA/TORRE DE ESGUEVA/VILLACO/VILLANUEVA DE LOS INFANTES/CASTROVERDE DE CERRATO/VILLAFUERTE/AMUSQUILLO/ENCINAS DE ESGUEVA/OLMOS DE ESGUEVA/PIÑA DE ESGUEVA
2020-05-28;1710;Gerencia de Valladolid Este;171007;C.S. MAGDALENA;Fase 1;-4.7117729;41.6599262;MAGDALENA;Valladolid;41.6599262,-4.7117729;VALLADOLID
2020-05-28;1710;Gerencia de Valladolid Este;171008;C.S. TORTOLA;Fase 1;-4.696616;41.6303261;TORTOLA;Valladolid;41.6303261,-4.696616;VALLADOLID
2020-05-28;1710;Gerencia de Valladolid Este;171011;C.S. RONDILLA I;Fase 1;-4.7254269;41.660879;RONDILLA I;Valladolid;41.660879,-4.7254269;VALLADOLID
2020-05-28;1710;Gerencia de Valladolid Este;171013;C.S. CANTERAC;Fase 1;-4.7165076;41.6425339;CANTERAC;Valladolid;41.6425339,-4.7165076;VALLADOLID
2020-05-28;1710;Gerencia de Valladolid Este;171018;C.S. TUDELA;Fase 1;-4.4669681;41.6034399;TUDELA;Valladolid;41.6034399,-4.4669681;QUINTANILLA DE ONESIMO/SARDON DE DUERO/VILLABAÑEZ/OLIVARES DE DUERO/PARRILLA (LA)/TUDELA DE DUERO/SANTIBAÑEZ DE VALCORBA/TRASPINEDO/VILLAVAQUERIN
2020-05-28;1710;Gerencia de Valladolid Este;171022;C.S. MEDINA CAMPO URBANO;Fase 1;-4.9149855;41.3123252;MEDINA CAMPO URBANO;Valladolid;41.3123252,-4.9149855;MEDINA DEL CAMPO
2020-05-28;1710;Gerencia de Valladolid Este;171024;C.S. GAMAZO;Fase 1;-4.7262911;41.6498853;GAMAZO;Valladolid;41.6498853,-4.7262911;VALLADOLID
2020-05-28;1710;Gerencia de Valladolid Este;171026;C.S. CIGALES;Fase 1;-4.660676;41.7859567;CIGALES;Valladolid;41.7859567,-4.660676;CIGALES/CORCOS/CUBILLAS DE SANTA MARTA/SAN MARTIN DE VALVENI/TRIGUEROS DEL VALLE/VALORIA LA BUENA/FUENSALDAÑA/MUCIENTES
2020-05-28;1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;Fase 1;-6.3315738;41.7589564;ALCAÑICES;Zamora;41.7589564,-6.3315738;ALCAÑICES/TRABAZOS/FIGUERUELA DE ARRIBA/GALLEGOS DEL RIO/MAHIDE/PINO DEL ORO/RABANALES/RABANO DE ALISTE/SAMIR DE LOS CAÑOS/FONFRIA/SAN VICENTE DE LA CABEZA/SAN VITERO/VIÑAS
2020-05-28;1711;Gerencia de Zamora;171104;C.S. BENAVENTE NORTE;Fase 1;-5.7625318;42.0547064;BENAVENTE NORTE;Zamora;42.0547064,-5.7625318;BENAVENTE/MORALES DE REY/POBLADURA DEL VALLE/SANTA CRISTINA DE LA POLVOROSA/TORRE DEL VALLE (LA)/VILLAFERRUEÑA/BRIME DE URZ/COOMONTE/QUINTANILLA DE URZ/QUIRUELAS DE VIDRIALES/SANTA MARIA DE LA VEGA/FRESNO DE LA POLVOROSA/MAIRE DE CASTROPONCE/MANGANESES DE LA POLVOROSA/VILLABRAZARO/VILLANAZAR
2020-05-28;1711;Gerencia de Zamora;171107;C.S. VILLARRIN;Fase 1;-5.6350913;41.766661;VILLARRIN;Zamora;41.766661,-5.6350913;ARQUILLINOS/GRANJA DE MORERUELA/VIDAYANES/VILLAFAFILA/VILLARRIN DE CAMPOS/BELVER DE LOS MONTES/MANGANESES DE LA LAMPREANA/PAJARES DE LA LAMPREANA/PIEDRAHITA DE CASTRO/CASTRONUEVO/CERECINOS DEL CARRIZAL/POBLADURA DE VALDERADUEY/REVELLINOS/SAN AGUSTIN DEL POZO/SAN CEBRIAN DE CASTRO/VILLALBA DE LA LAMPREANA
2020-05-28;1711;Gerencia de Zamora;171108;C.S. CARBAJALES DE ALBA;Fase 1;-5.9952992;41.6823131;CARBAJALES DE ALBA;Zamora;41.6823131,-5.9952992;SANTA EUFEMIA DEL BARCO/VEGALATRAVE/CARBAJALES DE ALBA/LOSACIO/MANZANAL DEL BARCO/OLMILLOS DE CASTRO/LOSACINO/VIDEMALA
2020-05-28;1711;Gerencia de Zamora;171115;C.S. BERMILLO DE SAYAGO;Fase 1;-6.1387089;41.3491736;BERMILLO DE SAYAGO;Zamora;41.3491736,-6.1387089;CARBELLINO/GAMONES/MORAL DE SAYAGO/MORALINA/SALCE/VILLADEPERA/VILLARDIEGUA DE LA RIBERA/ARGAÑIN/FRESNO DE SAYAGO/LUELMO/MORALEJA DE SAYAGO/ROELOS DE SAYAGO/TORREGAMONES/VILLAR DEL BUEY/ALFARAZ DE SAYAGO/ALMEIDA DE SAYAGO/BERMILLO DE SAYAGO/FARIZA/FERMOSELLE/MUGA DE SAYAGO
2020-05-28;1711;Gerencia de Zamora;171119;C.S. VILLALPANDO;Fase 1;-5.4276016;41.8843207;VILLALPANDO;Zamora;41.8843207,-5.4276016;PRADO/QUINTANILLA DEL MONTE/SAN ESTEBAN DEL MOLAR/VILLAMAYOR DE CAMPOS/VILLAR DE FALLAVES/CERECINOS DE CAMPOS/COTANES DEL MONTE/QUINTANILLA DEL OLMO/SAN MARTIN DE VALDERADUEY/VEGA DE VILLALOBOS/VILLALOBOS/VILLALPANDO/VILLARDIGA/CAÑIZO/CASTROVERDE DE CAMPOS/TAPIOLES/VILLANUEVA DEL CAMPO
2020-06-01;1701;Gerencia de Ávila;170112;C.S. FONTIVEROS;Fase 1;-5.0026168;40.9224581;FONTIVEROS;Ávila;40.9224581,-5.0026168;CANTIVEROS/CISLA/COLLADO DE CONTRERAS/CONSTANZANA/FONTIVEROS/SALVADIOS/BERNUY-ZAPARDIEL/MUÑOSANCHO/RIVILLA DE BARAJAS/CABEZAS DEL POZO/CRESPOS/FLORES DE AVILA/FUENTE EL SAUZ/GIMIALCON
2020-06-01;1701;Gerencia de Ávila;170120;C.S. MUÑANA;Fase 1;-5.0363658;40.5706538;MUÑANA;Ávila;40.5706538,-5.0363658;POVEDA/SANTA MARIA DEL ARROYO/SOLOSANCHO/TORRE (LA)/VADILLO DE LA SIERRA/VILLATORO/HIJA DE DIOS (LA)/MUÑANA/PRADOSEGAR/AMAVIDA/MENGAMUÑOZ/MUÑOGALINDO/MUÑOTELLO/NARROS DEL PUERTO/VILLANUEVA DEL CAMPILLO
2020-06-01;1702;Gerencia de Burgos;170202;C.S. ARANDA RURAL;Fase 1;-3.628658;41.6853253;ARANDA RURAL;Burgos;41.6853253,-3.628658;CAMPILLO DE ARANDA/CASTRILLO DE LA VEGA/ESPINOSA DE CERVERA/MILAGROS/MONTEJO DE LA VEGA DE LA SERREZUELA/SEQUERA DE HAZA (LA)/VALDEANDE/VALDEVACAS DE MONTEJO/VID Y BARRIOS (LA)/VILLALBA DE DUERO/VILLAVERDE DE MONTEJO/ZAZUAR/ALDEHORNO/ARANDA DE DUERO/BAÑOS DE VALDEARADOS/FUENTELCESPED/FUENTESPINA/GUMIEL DE IZAN/GUMIEL DE MERCADO/HONRUBIA DE LA CUESTA/HONTANGAS/HONTORIA DE VALDEARADOS/MORADILLO DE ROA/PARDILLA/PEÑARANDA DE DUERO/QUEMADA/SAN JUAN DEL MONTE/VILLANUEVA DE GUMIEL/ADRADA DE HAZA/CALERUEGA/FRESNILLO DE LAS DUEÑAS/FUENTENEBRO/QUINTANA DEL PIDIO/SANTA CRUZ DE LA SALCEDA/SANTA MARIA DEL MERCADILLO/TORREGALINDO/TUBILLA DEL LAGO/VADOCONDES/VILLALBILLA DE GUMIEL
2020-06-01;1702;Gerencia de Burgos;170203;C.S. ARANDA SUR;Fase 1;-3.706626;41.6526832;ARANDA SUR;Burgos;41.6526832,-3.706626;ARANDA DE DUERO
2020-06-01;1702;Gerencia de Burgos;170207;C.S. I. LOPEZ SAIZ;Fase 1;-3.6981439;42.351365;I. LOPEZ SAIZ;Burgos;42.351365,-3.6981439;BURGOS
2020-06-01;1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;Fase 1;-3.5966157;42.4521283;BURGOS RURAL NORTE;Burgos;42.4521283,-3.5966157;ARRAYA DE OCA/FRESNO DE RODILLA/HURONES/MEDINA DE POMAR/MONASTERIO DE RODILLA/MONTORIO/PINEDA DE LA SIERRA/VALLE DE SEDANO/BARRIOS DE COLINA/CARDEÑUELA RIOPICO/HUERMECES/MERINDAD DE RIO UBIERNA/RUBENA/SANTA MARIA DEL INVIERNO/VALLE DE LAS NAVAS/VALLE DE SANTIBAÑEZ/ALFOZ DE QUINTANADUEÑAS/ARLANZON/ATAPUERCA/BURGOS/ORBANEJA RIOPICO/QUINTANAORTUÑO/QUINTANAPALLA/QUINTANILLA VIVAR/SOTRAGERO/URBEL DEL CASTILLO/VILLAESCUSA LA SOMBRIA/VILLASUR DE HERREROS/VILLAYERNO MORQUILLAS
2020-06-01;1702;Gerencia de Burgos;170210;C.S. CONDADO DE TREVIÑO;Fase 1;-2.7067503;42.7338412;CONDADO DE TREVIÑO;Burgos;42.7338412,-2.7067503;PUEBLA DE ARGANZON (LA)/CONDADO DE TREVIÑO
2020-06-01;1702;Gerencia de Burgos;170213;C.S. GAMONAL LAS TORRES;Fase 1;-3.6719481;42.3557004;GAMONAL LAS TORRES;Burgos;42.3557004,-3.6719481;BURGOS
2020-06-01;1702;Gerencia de Burgos;170221;C.S. MIRANDA ESTE;Fase 1;-3.0550817;42.6675161;MIRANDA ESTE;Burgos;42.6675161,-3.0550817;ALTABLE/AMEYUGO/BOZOO/VALLUERCANES/MIRANDA DE EBRO/BUGEDO/PANCORBO/SANTA GADEA DEL CID
2020-06-01;1702;Gerencia de Burgos;170222;C.S. MIRANDA OESTE;Fase 1;-2.9563542;42.6840113;MIRANDA OESTE;Burgos;42.6840113,-2.9563542;MIRANDA DE EBRO
2020-06-01;1702;Gerencia de Burgos;170223;C.S. PAMPLIEGA;Fase 1;-4.008123;42.17932;PAMPLIEGA;Burgos;42.17932,-4.008123;CIADONCHA/PALAZUELOS DE MUÑO/PAMPLIEGA/VALLES DE PALENZUELA/VILLAQUIRAN DE LOS INFANTES/BALBASES (LOS)/BELBIMBRE/TAMARON/VALLEJERA/VILLAZOPEQUE/IGLESIAS/MAZUELA/OLMILLOS DE MUÑO/PERAL DE ARLANZA/PRESENCIO/REVILLA VALLEJERA/SANTA MARIA DEL CAMPO/VILLALDEMIRO/VILLAMEDIANILLA/VILLAVERDE DEL MONTE/VILLAVERDE-MOGINA/VILLODRIGO
2020-06-01;1702;Gerencia de Burgos;170224;C.S. QUINTANAR SIERRA;Fase 1;-3.0397322;41.9837379;QUINTANAR SIERRA;Burgos;41.9837379,-3.0397322;CANICOSA DE LA SIERRA/QUINTANAR DE LA SIERRA/REGUMIEL DE LA SIERRA/NEILA/PALACIOS DE LA SIERRA/VILVIESTRE DEL PINAR
2020-06-01;1702;Gerencia de Burgos;170225;C.S. ROA DE DUERO;Fase 1;-3.9313677;41.7196278;ROA DE DUERO;Burgos;41.7196278,-3.9313677;BERLANGAS DE ROA/FUENTEMOLINOS/HORRA (LA)/HOYALES DE ROA/NAVA DE ROA/OLMEDILLO DE ROA/ROA/TERRADILLOS DE ESGUEVA/TORRESANDINO/VILLAESCUSA DE ROA/CUEVA DE ROA (LA)/FUENTELISENDO/HAZA/SOTILLO DE LA RIBERA/VALDEZATE/VILLATUELDA/ANGUIX/FUENTECEN/PEDROSA DE DUERO/SAN MARTIN DE RUBIALES/TORTOLES DE ESGUEVA
2020-06-01;1702;Gerencia de Burgos;170228;C.S. SANTA CLARA;Fase 1;-3.6638629;42.3283523;SANTA CLARA;Burgos;42.3283523,-3.6638629;BURGOS
2020-06-01;1702;Gerencia de Burgos;170237;C.S. LAS HUELGAS;Fase 1;-3.7350745;42.3342952;LAS HUELGAS;Burgos;42.3342952,-3.7350745;BURGOS
2020-06-01;1703;Gerencia de León;170304;C.S. SAN EMILIANO;Fase 1;-6.03948;42.9619753;SAN EMILIANO;León;42.9619753,-6.03948;CABRILLANES/SAN EMILIANO/SENA DE LUNA
2020-06-01;1703;Gerencia de León;170308;C.S. LA BAÑEZA I;Fase 1;-5.9064216;42.2735381;LA BAÑEZA I;León;42.2735381,-5.9064216;BAÑEZA (LA)/SANTA ELENA DE JAMUZ/SOTO DE LA VEGA/SANTA MARIA DE LA ISLA
2020-06-01;1703;Gerencia de León;170312;C.S. ERAS DE RENUEVA;Fase 1;-5.4972298;42.723601;ERAS DE RENUEVA;León;42.723601,-5.4972298;GARRAFE DE TORIO/VILLAQUILAMBRE/LEON/SANTA COLOMBA DE CURUEÑO
2020-06-01;1703;Gerencia de León;170313;C.S. LA PALOMERA;Fase 1;-5.5639192;42.6100731;LA PALOMERA;León;42.6100731,-5.5639192;LEON
2020-06-01;1703;Gerencia de León;170314;C.S. CONDESA;Fase 1;-5.5759819;42.5974726;CONDESA;León;42.5974726,-5.5759819;LEON
2020-06-01;1703;Gerencia de León;170321;C.S. RIBERA DEL ESLA;Fase 1;-5.2352506;42.6220766;RIBERA DEL ESLA;León;42.6220766,-5.2352506;VALDEPOLO/CUBILLAS DE RUEDA/GRADEFES
2020-06-01;1703;Gerencia de León;170322;C.S. RIBERA DEL ORBIGO;Fase 1;-5.8615923;42.5482323;RIBERA DEL ORBIGO;León;42.5482323,-5.8615923;BUSTILLO DEL PARAMO/CARRIZO/SANTA MARINA DEL REY/HOSPITAL DE ORBIGO/RIELLO/VILLARES DE ORBIGO/BENAVIDES/CIMANES DEL TEJAR/LLAMAS DE LA RIBERA/QUINTANA DEL CASTILLO/TURCIA/VILLADANGOS DEL PARAMO/VILLAREJO DE ORBIGO
2020-06-01;1703;Gerencia de León;170327;C.S. VALENCIA DE D. JUAN;Fase 1;-5.489176;42.278276;VALENCIA DE D. JUAN;León;42.278276,-5.489176;CASTILFALE/FUENTES DE CARBAJAL/VILLADEMOR DE LA VEGA/CABREROS DEL RIO/CUBILLAS DE LOS OTEROS/MATADEON DE LOS OTEROS/MATANZA/VILLABRAZ/VILLAMAÑAN/VILLAORNATE Y CASTRO/ALGADEFE/FRESNO DE LA VEGA/PAJARES DE LOS OTEROS/SAN MILLAN DE LOS CABALLEROS/TORAL DE LOS GUZMANES/VALDEMORA/VALENCIA DE DON JUAN/VILLAMANDOS
2020-06-01;1705;Gerencia de Palencia;170502;C.S. BALTANAS;Fase 1;-4.1664881;41.9106172;BALTANAS;Palencia;41.9106172,-4.1664881;HERMEDES DE CERRATO/VILLAVIUDAS/CEVICO NAVERO/REINOSO DE CERRATO/ANTIGÜEDAD/BALTANAS/CASTRILLO DE DON JUAN/ESPINOSA DE CERRATO/VILLACONANCIO
2020-06-01;1705;Gerencia de Palencia;170503;C.S. CARRION DE LOS CONDES;Fase 1;-4.624195;42.3504747;CARRION DE LOS CONDES;Palencia;42.3504747,-4.624195;BUSTILLO DEL PARAMO DE CARRION/LOMAS/PERALES/CARRION DE LOS CONDES/CERVATOS DE LA CUEZA/MANQUILLOS/NOGAL DE LAS HUERTAS/SERNA (LA)/VILLANUÑO DE VALDAVIA/VILLATURDE/VILLOLDO/ARCONADA/CALZADA DE LOS MOLINOS/LOMA DE UCIEZA/SAN MAMES DE CAMPOS/VALDE-UCIEZA/VILLALCAZAR DE SIRGA/VILLAMORONTA
2020-06-01;1705;Gerencia de Palencia;170504;C.S. CERVERA PISUERGA;Fase 1;-4.520948;42.9015008;CERVERA PISUERGA;Palencia;42.9015008,-4.520948;DEHESA DE MONTEJO/PERNIA (LA)/POLENTINOS/CASTREJON DE LA PEÑA/CERVERA DE PISUERGA/MUDA/SALINAS DE PISUERGA/SAN CEBRIAN DE MUDA/TRIOLLO
2020-06-01;1705;Gerencia de Palencia;170505;C.S. FROMISTA;Fase 1;-4.3777922;42.2112657;FROMISTA;Palencia;42.2112657,-4.3777922;AMAYUELAS DE ARRIBA/ASTUDILLO/BOADILLA DEL CAMINO/ITERO DEL CASTILLO/MELGAR DE YUSO/REVENGA DE CAMPOS/SAN CEBRIAN DE CAMPOS/SANTOYO/TAMARA DE CAMPOS/VILLALACO/AMUSCO/REQUENA DE CAMPOS/RIBAS DE CAMPOS/FROMISTA/ITERO DE LA VEGA/MARCILLA DE CAMPOS/PIÑA DE CAMPOS/POBLACION DE CAMPOS/VALBUENA DE PISUERGA/VILLODRE/VILLOVIECO
2020-06-01;1705;Gerencia de Palencia;170507;C.S. HERRERA DE PISUERGA;Fase 1;-4.3901949;42.6433636;HERRERA DE PISUERGA;Palencia;42.6433636,-4.3901949;AGUILAR DE CAMPOO/DEHESA DE ROMANOS/MICIECES DE OJEDA/OLEA DE BOEDO/OLMOS DE OJEDA/PARAMO DE BOEDO/PRADANOS DE OJEDA/REBOLLEDO DE LA TORRE/REVILLA DE COLLAZOS/SANTIBAÑEZ DE ECLA/VID DE OJEDA (LA)/ALAR DEL REY/CALAHORRA DE BOEDO/SOTOBAÑADO Y PRIORATO/BASCONES DE OJEDA/COLLAZOS DE BOEDO/HERRERA DE PISUERGA/PAYO DE OJEDA/VILLAMERIEL
2020-06-01;1705;Gerencia de Palencia;170508;C.S. JARDINILLOS;Fase 1;-4.5383516;42.0122939;JARDINILLOS;Palencia;42.0122939,-4.5383516;PALENCIA
2020-06-01;1705;Gerencia de Palencia;170509;C.S. DE LA PUEBLA;Fase 1;-4.529;42.006;DE LA PUEBLA;Palencia;42.006,-4.529;PALENCIA
2020-06-01;1705;Gerencia de Palencia;170511;C.S. PALENCIA RURAL;Fase 1;-4.5447492;42.0232248;PALENCIA RURAL;Palencia;42.0232248,-4.5447492;FUENTES DE VALDEPERO/MONZON DE CAMPOS/VALDEOLMILLOS/VILLAUMBRALES/HUSILLOS/MAGAZ DE PISUERGA/PALENCIA/SANTA CECILIA DEL ALCOR/SOTO DE CERRATO/AUTILLA DEL PINO/GRIJOTA/VILLALOBON
2020-06-01;1705;Gerencia de Palencia;170513;C.S. PINTOR OLIVA;Fase 1;-4.5093597;41.9977561;PINTOR OLIVA;Palencia;41.9977561,-4.5093597;PALENCIA
2020-06-01;1705;Gerencia de Palencia;170516;C.S. TORQUEMADA;Fase 1;-4.1999618;42.0367418;TORQUEMADA;Palencia;42.0367418,-4.1999618;COBOS DE CERRATO/TORQUEMADA/VILLAMEDIANA/CORDOVILLA LA REAL/HORNILLOS DE CERRATO/PALENZUELA/QUINTANA DEL PUENTE/TABANERA DE CERRATO/VILLAHAN/HERRERA DE VALDECAÑAS
2020-06-01;1705;Gerencia de Palencia;170519;C.S. VILLADA;Fase 1;-4.9090124;42.2779499;VILLADA;Palencia;42.2779499,-4.9090124;POZO DE URAMA/LAGARTOS/LEDIGOS/VILLADA/BOADILLA DE RIOSECO/CISNEROS/MORATINOS/POBLACION DE ARROYO/SAN ROMAN DE LA CUBA/VILLACIDALER/VILLALCON
2020-06-01;1705;Gerencia de Palencia;170520;C.S. VILLAMURIEL DE CERRATO;Fase 1;-4.5083248;41.9521254;VILLAMURIEL DE CERRATO;Palencia;41.9521254,-4.5083248;VILLAMURIEL DE CERRATO
2020-06-01;1706;Gerencia de Salamanca;170601;C.S. ALBA DE TORMES;Fase 1;-5.5135134;40.7460397;ALBA DE TORMES;Salamanca;40.7460397,-5.5135134;ALDEASECA DE ALBA/ARMENTEROS/BELEÑA/CHAGARCIA MEDIANERO/COCA DE ALBA/GAJATES/GALISANCHO/LARRODRIGO/NAVALES/PEDROSILLO DE ALBA/PEDROSILLO DE LOS AIRES/PELAYOS/VALDEMIERQUE/ANAYA DE ALBA/BUENAVISTA/EJEME/HORCAJO MEDIANERO/MAYA (LA)/PEDRAZA DE ALBA/SIETEIGLESIAS DE TORMES/TERRADILLOS/ALBA DE TORMES/ENCINAS DE ARRIBA/FRESNO ALHANDIGA/GALINDUSTE/GARCIHERNANDEZ/MARTINAMOR/PEÑARANDILLA/VALDECARROS
2020-06-01;1706;Gerencia de Salamanca;170607;C.S. MIGUEL ARMIJO;Fase 1;-5.6938414;40.9687413;MIGUEL ARMIJO;Salamanca;40.9687413,-5.6938414;SALAMANCA
2020-06-01;1706;Gerencia de Salamanca;170611;C.S. GARRIDO NORTE;Fase 1;-5.6512485;40.9831349;GARRIDO NORTE;Salamanca;40.9831349,-5.6512485;SALAMANCA
2020-06-01;1706;Gerencia de Salamanca;170617;C.S. LINARES DE RIOFRIO;Fase 1;-5.8782411;40.6057622;LINARES DE RIOFRIO;Salamanca;40.6057622,-5.8782411;HERGUIJUELA DEL CAMPO/MEMBRIBE DE LA SIERRA/SAN ESTEBAN DE LA SIERRA/SAN MIGUEL DE VALERO/SIERPE (LA)/TORNADIZO (EL)/ENDRINAL/ESCURIAL DE LA SIERRA/FRADES DE LA SIERRA/LINARES DE RIOFRIO/MONLEON/BARBALOS/SANTIBAÑEZ DE LA SIERRA/VALERO
2020-06-01;1706;Gerencia de Salamanca;170618;C.S. LUMBRALES;Fase 1;-6.6910851;40.9107995;LUMBRALES;Salamanca;40.9107995,-6.6910851;BAÑOBAREZ/BERMELLAR/OLMEDO DE CAMACES/AHIGAL DE LOS ACEITEROS/CERRALBO/LUMBRALES/REDONDA (LA)/SAN FELICES DE LOS GALLEGOS/SOBRADILLO/FREGENEDA (LA)/FUENTELIANTE/HINOJOSA DE DUERO
2020-06-01;1706;Gerencia de Salamanca;170623;C.S. PERIURBANO SUR;Fase 1;-5.773642;40.9106826;PERIURBANO SUR;Salamanca;40.9106826,-5.773642;ALDEATEJADA/ALDEAVIEJA DE TORMES/CARBAJOSA DE LA SAGRADA/MONTERRUBIO DE LA SIERRA/PINO DE TORMES (EL)/SALAMANCA/SAN PEDRO DEL VALLE/VEGA DE TIRADOS/ZARAPICOS/DOÑINOS DE SALAMANCA/GALINDO Y PERAHUY/GOLPEJAS/MIRANDA DE AZAN/ROLLAN/ARAPILES/BARBADILLO/CARRASCAL DE BARREGAS/MORILLE/MOZARBEZ/PARADA DE ARRIBA/SAN PEDRO DE ROZADOS
2020-06-01;1706;Gerencia de Salamanca;170624;C.S. PEÑARANDA;Fase 1;-5.2549602;40.8839787;PEÑARANDA;Salamanca;40.8839787,-5.2549602;ALARAZ/CANTARACILLO/MALPARTIDA/SALMORAL/SANTIAGO DE LA PUEBLA/CAMPO DE PEÑARANDA (EL)/VENTOSA DEL RIO ALMAR/VILLAR DE GALLIMAZO/ALCONADA/ALDEASECA DE LA FRONTERA/BOVEDA DEL RIO ALMAR/MACOTERA/MANCERA DE ABAJO/NAVA DE SOTROBAL/PARADINAS DE SAN JUAN/PEÑARANDA DE BRACAMONTE/RAGAMA/TORDILLOS
2020-06-01;1706;Gerencia de Salamanca;170631;C.S. ELENA GINEL DIEZ;Fase 1;-5.707699;40.9515169;ELENA GINEL DIEZ;Salamanca;40.9515169,-5.707699;SALAMANCA
2020-06-01;1706;Gerencia de Salamanca;170633;C.S. VILLORIA;Fase 1;-5.3715956;41.0345487;VILLORIA;Salamanca;41.0345487,-5.3715956;ARABAYONA DE MOGICA/BABILAFUENTE/CANTALPINO/PEDROSO DE LA ARMUÑA (EL)/CORDOVILLA/MORIÑIGO/VILLORUELA
2020-06-01;1706;Gerencia de Salamanca;170634;C.S. VITIGUDINO;Fase 1;-6.397953;41.061593;VITIGUDINO;Salamanca;41.061593,-6.397953;ALMENDRA/BOGAJO/BRINCONES/CABEZA DEL CABALLO/ENCINASOLA DE LOS COMENDADORES/ESPADAÑA/PERALEJOS DE ARRIBA/POZOS DE HINOJO/SANCHON DE LA RIBERA/TRABANCA/VALDERRODRIGO/VALSALABROSO/VIDOLA (LA)/VILLAR DE PERALONSO/VILLARMUERTO/VILLAVIEJA DE YELTES/GUADRAMIRO/IRUELOS/MORONTA/PEREÑA DE LA RIBERA/VITIGUDINO/AHIGAL DE VILLARINO/BARCEO/CIPEREZ/PEÑA (LA)/PERALEJOS DE ABAJO/PUERTAS/VILLAR DE SAMANIEGO/VILLARES DE YELTES/VILLARINO DE LOS AIRES/YECLA DE YELTES
2020-06-01;1706;Gerencia de Salamanca;170637;C.S. CAPUCHINOS;Fase 1;-5.67021;40.9834149;CAPUCHINOS;Salamanca;40.9834149,-5.67021;SALAMANCA
2020-06-01;1707;Gerencia de Segovia;170703;C.S. CUELLAR;Fase 1;-4.3165518;41.3472504;CUELLAR;Segovia;41.3472504,-4.3165518;FRESNEDA DE CUELLAR/VALLELADO/CHAÑE/GOMEZSERRACIN/OLOMBRADA/PINAREJOS/SANCHONUÑO/CUELLAR/FRUMALES/SAMBOAL/SAN CRISTOBAL DE CUELLAR
2020-06-01;1707;Gerencia de Segovia;170709;C.S. SEGOVIA II;Fase 1;-4.1068163;40.9420283;SEGOVIA II;Segovia;40.9420283,-4.1068163;SEGOVIA
2020-06-01;1707;Gerencia de Segovia;170710;C.S. SEGOVIA III;Fase 1;-4.120243;40.94888;SEGOVIA III;Segovia;40.94888,-4.120243;SEGOVIA
2020-06-01;1707;Gerencia de Segovia;170715;C.S. SAN ILDEFONSO;Fase 1;-4.0179965;40.8500482;SAN ILDEFONSO;Segovia;40.8500482,-4.0179965;SAN ILDEFONSO
2020-06-01;1708;Gerencia de Soria;170801;C.S. AGREDA;Fase 1;-1.9990845;41.8696333;AGREDA;Soria;41.8696333,-1.9990845;CASTILRUIZ/DEVANOS/VOZMEDIANO/AGREDA/CIGUDOSA/MAGAÑA/TREVAGO/VALDELAGUA DEL CERRO/FUENTESTRUN/MATALEBRERAS/SAN FELICES
2020-06-01;1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;Fase 1;-2.310145;41.2156081;ARCOS DE JALON;Soria;41.2156081,-2.310145;ARCOS DE JALON/MONTEAGUDO DE LAS VICARIAS/MIÑO DE MEDINACELI/ALMALUEZ/MEDINACELI/SANTA MARIA DE HUERTA/YELO
2020-06-01;1708;Gerencia de Soria;170806;C.S. SAN ESTEBAN GORMAZ;Fase 1;-3.271361;41.5454658;SAN ESTEBAN GORMAZ;Soria;41.5454658,-3.271361;LANGA DE DUERO/LICERAS/SAN ESTEBAN DE GORMAZ/CASTILLEJO DE ROBLEDO/FUENTEARMEGIL/FUENTECAMBRON/MONTEJO DE TIERMES/ALCUBILLA DE AVELLANEDA/MIÑO DE SAN ESTEBAN
2020-06-01;1708;Gerencia de Soria;170807;C.S. GOMARA;Fase 1;-2.1536023;41.5519374;GOMARA;Soria;41.5519374,-2.1536023;ALMAZUL/GOMARA/VELILLA DE LOS AJOS/BLIECOS/CARABANTES/FUENTELMONGE/MAJAN/QUIÑONERIA/REZNOS/SERON DE NAGIMA/TORLENGUA/VILLASECA DE ARCIEL/ALMENAR DE SORIA/CAÑAMAQUE/CIHUELA/DEZA/TEJADO/TORRUBIA DE SORIA
2020-06-01;1708;Gerencia de Soria;170808;C.S. OLVEGA;Fase 1;-1.9769546;41.7233482;OLVEGA;Soria;41.7233482,-1.9769546;BERATON/BOROBIA/HINOJOSA DEL CAMPO/TAJAHUERCE/CUEVA DE AGREDA/NOVIERCAS/CIRIA/OLVEGA/PINILLA DEL CAMPO/POZALMURO
2020-06-01;1708;Gerencia de Soria;170809;C.S. PINARES-COVALEDA;Fase 1;-2.819235;41.9661517;PINARES-COVALEDA;Soria;41.9661517,-2.819235;COVALEDA/DURUELO DE LA SIERRA/MOLINOS DE DUERO/MONTENEGRO DE CAMEROS/VINUESA/SALDUERO
